ID,label,type,exposure cohort,exposure role,exposure categories,exposures,quote,source,confidence,note,classified by,checked by
COHO:0000683,Genito-Urinary BioBank,cohort,no,,,,"The biospecimens of the GUB, including blood samples for DNA extraction, were obtained from the patients attending clinics for the suspicion, diagnosis and/or treatment of a genito-urinary tumor (prostate, kidney, bladder, testis, penis) within the Genito-Urinary Oncology division of The Princess Margaret’s Hospital.",https://ars.els-cdn.com/content/image/1-s2.0-S2210776226000724-mmc1.docx,high,"A hospital biobank of patients attending genito-urinary oncology clinics for suspected or diagnosed prostate, kidney, bladder, testis or penile tumours; its non-muscle invasive bladder cancer patients were used in the GWAS. No exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000684,Hisayama-FSR study,cohort,no,,,,"The individuals with ischemic stroke were recruited from seven hospitals in Fukuoka Prefecture, Japan (Kyushu University Hospital, Hakujyuji Hospital, Fukuoka Red Cross Hospital, Kyushu Medical Center, Imazu Red Cross Hospital, Fukuoka Higashi Medical Center, and Seiai Rehabilitation Hospital) in 2004 (The Fukuoka Stroke Registry [FSR]) .",https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-018-0058-3/MediaObjects/41588_2018_58_MOESM1_ESM.pdf,high,A case-control study pairing hospital-recruited ischaemic stroke patients of the Fukuoka Stroke Registry with stroke-free controls from the Hisayama Study; a disease cohort with no exposure basis.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000685,International Genomics of Alzheimer's Project,cohort aggregation,no,,,,,,high,"A consortium meta-analysing Alzheimer's disease case-control GWAS from GERAD, EADI, ADGC and CHARGE (17,008 AD cases, 37,154 controls); classified by what it collects. Quote read from the cached full text of PMID:29532500.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000686,Mexican-American Coronary Artery Disease Study,cohort,no,,,,Family members of probands with documented coronary artery disease were recruited from the Los Angeles area.,https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3968231/unicode,high,"A Mexican-American family study recruiting the families of probands with documented coronary artery disease to study the genetics of CAD and insulin resistance; relatives of patients, so at risk. No exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000687,Genetics UndeRlying DIAbetes in HispaNics,cohort aggregation,no,,,,,,medium,"A consortium of seven Mexican-American cohorts (family studies of probands with CAD, hypertension or gestational diabetes, plus IRAS and TRIPOD) assembled for GWAS of insulin sensitivity and clearance to explain the raised type 2 diabetes risk of Mexican Americans; its stated purpose is one disease, members are a mix of population and at-risk cohorts. No exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000688,METASTROKE collaboration,cohort aggregation,no,,,,,,high,A meta-analysis collaboration of ischaemic stroke case-control GWAS cohorts of European ancestry; classified by what it collects. No exposure basis.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000689,Monongahela Valley Independent Elders Survey,cohort,no,,,,"MoVIES was a prospective study that recruited 1681 individuals aged ≥ 65 residing within the Monongahela Valley, Pennsylvania during 1987 through 1989 using a voter's registration list.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11880917/fullTextXML,low,"A population cohort of adults aged 65 and over sampled from voter registration lists; the sources describe recruitment and dementia ascertainment by CDR but only the definition states that its purpose was cognitive decline and dementia, so the disease verdict is definition only. No exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000690,Prediction and Prevention of Preeclampsia and Intrauterine Growth Restriction Study,cohort,no,,,,The PREDO study recruited between 12 and 14 gestational weeks (GWs) 1079 pregnant women with known risk factor status for preeclampsia and intrauterine growth restriction from 10 hospitals [26].,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12964119/fullTextXML,medium,"A Finnish pregnancy cohort recruited by risk-factor status for preeclampsia and intrauterine growth restriction (a high-risk subsample plus a community sample), followed with the children; participants selected for risk of the named pregnancy complications. Prenatal maternal emotions are its exposures of interest, not environmental agents.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000691,Risk Assessment of Cerebrovascular Events Study,cohort,no,,,,"Risk Assessment of Cerebrovascular Events (RACE) is an on-going existing case-control study of stroke now involving over 5000 imaging confirmed cases of stroke and 5000 controls, recruited from seven centers in Pakistan.",https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000456.v1.p1,high,"A case-control study of imaging-confirmed stroke in Pakistan; smoking is examined as a modifier of genetic effects but is not a recruitment criterion, so not an exposure cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000692,Reasons for Geographic and Racial Differences in Stroke,cohort,no,,,,The REGARDS study is one of the largest ongoing prospective population-based studies in the U.S. and was designed to measure stroke incidence and associated risk factors in AA and European-Americans adults ≥45 years of age (8).,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9554233/fullTextXML,high,A national population-based cohort of African American and European American adults aged 45 and over designed to measure stroke incidence and explain geographic and racial differences in stroke. No exposure basis.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000693,Selenium and Vitamin E Cancer Prevention Trial,cohort,no,,,,"The Selenium and Vitamin E Cancer Prevention Trial (SELECT) was conducted to assess the efficacy of selenium and vitamin E alone, and in combination, on the incidence of prostate cancer.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A23552052+AND+SRC%3AMED&format=json&resultType=core,medium,"A randomised placebo-controlled trial of selenium and vitamin E supplementation for the prevention of prostate cancer in 35,533 healthy men; the supplements are a treatment, not an environmental exposure, and the trial's stated purpose is one disease in a disease-free cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000694,Stroke in Young Fabry Patients,cohort,no,,,,The SIFAP study is a multicenter study carried out to determine the frequency of Fabry disease in an unselected group of young adult patients with acute cerebrovascular events defined as having had an acute ischemic stroke or transient ischemic attack less than three months before enrollment into the study.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-018-0058-3/MediaObjects/41588_2018_58_MOESM1_ESM.pdf,high,"A European multicentre observational study of 5,023 patients aged 18-55 with acute stroke or TIA, designed to find the frequency of Fabry disease among them; a patient cohort with no exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000695,SpiroMeta Consortium,cohort aggregation,no,,,,"The SpiroMeta consortium consists of 14 GWAS studies: ALSPAC, B58C-T1DGC, B58C-WTCCC, EPIC (obese and population-based substudies), the EUROSPAN studies (Korcula, NSPHS, ORCADES and Vis), FTC (incorporating the FinnTwin16 and Finnish Twin Study on Aging), KORA S3, NFBC1966, SHIP and TwinsUK (see Table 1 for definitions of acronyms).",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2862965/unicode,high,"A consortium of general-population and twin cohorts meta-analysing GWAS of spirometric lung function, a quantitative trait; COPD is a motivation but the member cohorts are population samples, so neither a disease nor an exposure cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000696,Wisconsin Longitudinal Study,cohort,no,,,,The Wisconsin Longitudinal Study (WLS) is a longitudinal study of men and women who graduated from Wisconsin high schools in 1957 and one of their randomly selected siblings.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24585852+AND+SRC%3AMED&format=json&resultType=core,high,"A life-course cohort of the 1957 Wisconsin high school graduating class and their siblings, followed for health, cognition and mortality; a general population cohort with no exposure or disease basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000697,Grady Trauma Project,cohort,no,,,,"A broad set of phenotype data were collected from GTP research participants who were approached in the waiting rooms of the primary care clinic or obstetrical-gynecological clinic of a large, urban, public hospital in Atlanta, GA while either waiting for their medical appointments or while waiting with others who were scheduled for medical appointments",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8243879/supplementaryFiles,medium,"A study of low-income, predominantly African American adults approached in the waiting rooms of an urban public hospital, investigating environmental (trauma) and genetic risk factors for PTSD and depression. Participants were not selected for exposure and psychological trauma is not an environmental agent in scope, so not an exposure cohort; the stated purpose is the trauma-related disorders PTSD and MDD in a clinic population.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000698,"10,001 Dalmatians",cohort aggregation,no,,,,"This study is based on the Croatian biobank 10,001 Dalmatians [78,79], the most comprehensive research resource for investigating genetic, environmental and social determinants of health and disease in Croatia.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10138356/fullTextXML,high,"A Croatian biobank project collecting the general-population cohorts of the islands of Vis and Korcula and the city of Split for genetic, environmental and social determinants of health and disease broadly; neither an exposure nor a disease aggregation.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000699,Lothian Birth Cohort 1936,cohort,no,,,,The LBC1936 are a relatively healthy cohort of 1091 individuals who underwent cognitive and medical testing at a mean age of 69.5 (SD=0.8) years.,https://ega-archive.org/studies/EGAS00001003819,high,"A relatively healthy cohort of people born in 1936 who sat the Scottish Mental Survey of 1947, followed to study non-pathological cognitive ageing; no exposure or disease basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000700,Lothian Birth Cohort 1921,cohort,no,,,,The LBC1921 are a relatively healthy cohort of 550 individuals who underwent cognitive and medical testing at a mean age of 79.1 (SD=0.6) years.,https://ega-archive.org/studies/EGAS00001003818,high,"A relatively healthy cohort of people born in 1921 who sat the Scottish Mental Survey of 1932, followed to study non-pathological cognitive ageing; no exposure or disease basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000701,National Longitudinal Study of Adolescent to Adult Health,cohort,no,,,,We used data from Add Health: a U.S. nationally representative cohort of people born between 1976 and 1982.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13522009/fullTextXML,high,"A nationally representative US cohort enrolled in adolescence and followed into adulthood for health and wellbeing broadly, also used as healthy controls; no exposure or disease basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000702,"Basque Center on Cognition, Brain and Language cohort",cohort,no,,,,,,medium,"Spanish schoolchildren sampled at schools across several regions and assessed for reading, attention and IQ, assembled to study the genetics of dyslexia and ADHD (case-control comparisons within the sample) and reading-related skills; a school-sampled cohort whose stated purpose is these disorders. No exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000703,Botnia Study,cohort,no,,,,"To address this question, we studied 2,152 first-degree relatives of patients with NIDDM (FH+) and 528 age- and weight-matched spouses without a family history of NIDDM (FH-) in Western Finland (the Botnia study).",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A8866565+AND+SRC%3AMED&format=json&resultType=core,high,"A western Finnish family study of patients with type 2 diabetes (NIDDM in the source), their first-degree relatives and spouses without a family history, followed for the inheritance and prediction of type 2 diabetes; relatives of patients, so at risk, with the probands themselves also included. No exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000704,Colorado Learning Disabilities Research Center cohort,cohort,no,,,,,,high,"A family-based sample selected for dyslexia, ascertained through affected probands and their families and enriched for reading difficulties; a disease cohort (affected probands with their relatives). No exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000705,DIAGEN Study,cohort,no,,,,,,medium,"A Dresden study of people at increased risk of type 2 diabetes given repeated oral glucose tolerance tests, which also supplied type 2 diabetes patients and controls to consortia. The quoted abstract is from a DIAGEN paper but does not name the study, hence medium confidence. No exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000706,Evaluation of COPD Longitudinally to Identify Predictive Surrogate End-points,cohort,yes,defined by exposure,tobacco,smoking,"COPDGene, COGEND, and ECLIPSE are all smoking cohorts and ratios of COPD were consistent across array and WGS datasets, thus we expected no genome-wide significant association signals (controlled type 1 error).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9372058/fullTextXML,medium,"An observational cohort of about 2,180 patients with moderate to very severe COPD with smoking and non-smoking controls, followed to define COPD subtypes and predictors of progression. The disease verdict is direct; the exposure verdict rests on GAWMerge calling ECLIPSE a smoking cohort (its COPD subjects and most controls were recruited as smokers), while the design abstract also lists non-smoking controls, hence medium.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000707,Early Language in Victoria Study,cohort,no,,,,The Early Language in Victoria Study (ELVS) recruited 1910 8-month-olds in Melbourne in 2003-2004.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A41237490+AND+SRC%3AMED&format=json&resultType=core,medium,"A population-based community cohort of Melbourne infants followed for language development and its early-life predictors; nobody was selected by exposure or disease, and language development is a developmental trait rather than one disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000708,German Infant Study on the Influence of Nutrition Intervention plus Air pollution and Genetics on Allergy Development,cohort,yes,designed to study exposures,air pollution | diet,Air pollution | road traffic emissions | Nutrition Intervention,GINIplus – The German Infant Study on the Influence of Nutrition Intervention plus Air pollution and Genetics on Allergy Development GINIplus is a prospective population-based birth cohort study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6040001/fullTextXML,high,"A population-based German birth cohort whose name and design centre on a nutrition (hydrolysed formula) intervention and air pollution (traffic emissions) as influences on allergy; its stated subject is the natural course of atopic diseases, so it is a population study of one disease family.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000709,Gothenburg Osteoporosis and Obesity Determinants study,cohort,no,,,,"Young men were randomly identified in the greater Gothenburg area in Sweden using national population registers, contacted by telephone, and invited to participate.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3390364/fullTextXML,medium,"A population-register sample of young men set up, as its name says, to find the determinants of osteoporosis and obesity, measured as bone and fat mass; 'environmental factors' is mentioned only in passing, so no exposure defines it.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000710,Genetics of Overweight Young Adults,cohort,no,,,,"From two large Danish cohorts we selected all extremely overweight young men and women (n = 2,633), and equal numbers of population-based controls (n = 2,740, drawn randomly from the same populations as the extremes, representing ∼212,000 individuals).",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A21935397+AND+SRC%3AMED&format=json&resultType=core,high,"A case-cohort sample of extremely overweight young Danish adults with random population controls, built for GWAS of BMI and obesity; the cases are selected for obesity, and no environmental exposure is involved.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000711,International Consortium for Blood Pressure Genome-Wide Association Studies,cohort aggregation,no,,,,"This genome-wide association study of systolic and diastolic blood pressure, which used a multi-stage design in 200,000 individuals of European descent, identified sixteen novel loci: six of these loci contain genes previously known or suspected to regulate blood pressure (GUCY1A3-GUCY1B3, NPR3-C5orf23, ADM, FURIN-FES, GOSR2, GNAS-EDN3); the other ten provide new clues to blood pressure physiology.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A21909115+AND+SRC%3AMED&format=json&resultType=core,medium,"A consortium of general-population GWAS of blood pressure as a quantitative trait; hypertension and cardiovascular disease are downstream outcomes rather than the recruitment basis, and a trait-defined consortium is out of scope for both questions.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000712,Iowa LI cohort,cohort,no,,,,"The Iowa LI cohort is comprised of 219 LI cases and 209 sex- and age-matched, unrelated controls collected at the University of Iowa.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3655151/fullTextXML,high,"A case-control sample of children with language impairment and matched controls; the prenatal-nicotine analysis in the paper was done in ALSPAC, with Iowa used only for genetic replication, so no exposure defines it.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000713,Korea-Registries to Overcome Dementia and Accelerate Dementia Research,cohort aggregation,no,,,,,,high,"An aggregation of hospital-based Korean dementia cohorts recruited across the Alzheimer's, vascular cognitive impairment and frontotemporal dementia spectra; a patient collection with no exposure component.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000714,Mayo Genome Consortia,cohort aggregation,no,,,,"To create a cohort for cost-effective genetic research, the Mayo Genome Consortia (MayoGC) has been assembled with participants from research studies across Mayo Clinic with high-throughput genetic data and electronic medical record (EMR) data for phenotype extraction.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A21646302+AND+SRC%3AMED&format=json&resultType=core,medium,A genotype-plus-EMR resource pooling participants of many Mayo Clinic studies for GWAS of whatever phenotypes the record yields; not selected by exposure and not devoted to one disease.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000715,Impact of Migration and Ethnicity on Diabetes in Malmö,cohort,no,,,,"The MEDIM cohort (the impact of Migration and Ethnicity on Diabetes in Malmö) is a population-based cohort comprised of people aged 30 to 75 years, born in either Iraq or Sweden, and resident in Malmö.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8886846/fullTextXML,medium,A population-based sample of Iraqi- and Swedish-born Malmö residents whose stated subject is the impact of migration and ethnicity on type 2 diabetes; migration and ethnicity are not environmental exposures in scope.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000716,Material and Information Resources for Inflammatory and Digestive Diseases Biobank,cohort,no,,,,,,high,The Cedars-Sinai IBD biobank of Crohn's disease and ulcerative colitis patients with non-IBD controls; a disease biobank with no exposure basis.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000717,Lung Cancer and Smoking Phenotypes in African American Cases and Controls,cohort aggregation,yes,designed to study exposures,tobacco,smoking - cigarettes per day and current or former smoker,No SNPs reached genome-wide significance for either of the main effect models examining smoking - cigarettes per day and current or former smoker.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A27393504+AND+SRC%3AMED&format=json&resultType=core,medium,"An aggregation of African American lung cancer cases and controls from eight US studies, genotyped for GWAS of lung cancer and, as its name says, of smoking phenotypes (cigarettes per day, smoking status); the disease verdict is direct, the exposure verdict rests on smoking behaviour being a stated study outcome rather than a recruitment criterion.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000718,NIDDK IBD Genetics Consortium,cohort,no,,,,,,high,"Patients with confirmed Crohn's disease, ulcerative colitis or unclassified IBD recruited by the NIDDK IBD Genetics Consortium centres for gene discovery, with some controls; no exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000719,Oregon Health and Science University study,cohort,no,,,,,,high,A case-control set of autopsy-confirmed Alzheimer disease cases and non-demented controls assembled at OHSU from NIA Alzheimer's Disease Center cohorts; no exposure basis.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000720,Phenomics and Genomics Sample,cohort,no,,,,,,medium,"A Munich case-control resource of about 3,000 psychiatrically screened healthy volunteers plus about 1,000 schizophrenia patients and 300 others; it is mostly drawn on as a healthy-control panel (one paper describes it as healthy volunteers only), but the schizophrenia cases make it a disease case-control sample. No exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000721,Paediatric Asthma Gene Environment Study,cohort,unknown,,,,,,medium,"Children with physician-diagnosed asthma recruited from Scottish asthma clinics, a patient cohort. Its name states a gene-environment purpose, but the cached papers (pharmacogenetic analyses) describe only generic environmental-history questionnaires and never name the exposures studied; the PAGES design paper is not in the cache, so the exposure question cannot be settled.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000722,Risk Stratification and Identification of Immunogenetic and Microbial Markers of Rapid Disease Progression in Children with Crohn's Disease,cohort,no,,,,,,high,"A paediatric inception cohort of newly diagnosed Crohn's disease (with some ulcerative colitis, unclassified IBD and non-inflamed controls) at 28 North American sites; a patient cohort with no exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000723,Texas Harris Alzheimer's Research Study,cohort,no,,,,,,high,"The Texas Alzheimer's Research and Care Consortium's longitudinal sample of older adults diagnosed with Alzheimer's disease or mild cognitive impairment, with cognitively normal controls; a patient cohort with no exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000724,Wellcome Language and Reading Project,cohort,no,,,,,,high,The York longitudinal cohort of children at family risk of dyslexia (at risk) together with children who already had preschool language difficulties and typically developing controls; no exposure basis.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000725,Sinai-Helmsley Alliance for Research Excellence,cohort,no,,,,,,high,A multicentre prospective cohort of inflammatory bowel disease patients at seven US academic centres; a patient cohort with no exposure basis.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000726,Shanghai Changfeng Study,cohort,no,,,,"The Shanghai Changfeng Study is a community-based prospective cohort study of chronic diseases ongoing since February 2009 in Shanghai, China.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A21120588+AND+SRC%3AMED&format=json&resultType=core,high,"A community-based cohort of Shanghai adults aged 40 and over followed for multiple chronic diseases (obesity, diabetes, osteoporosis, liver, cardiovascular and neurological disease); a broad-purpose population cohort, not selected by exposure or devoted to one disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000727,Collaborative Genetic Study of Nicotine Dependence,cohort,yes,defined by exposure,tobacco,smoking,Nicotine dependent cases and non-dependent smoking controls were identified and recruited from Detroit and St. Louis.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9372058/fullTextXML,high,"A case-control study of nicotine dependence in which both cases and controls are smokers recruited in Detroit and St. Louis; every participant is defined by tobacco exposure, and the cases have nicotine dependence, an addiction.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000728,EPIDG cohort,cohort,no,,,,,,high,"Pregnant women recruited after a positive glucose screen at a Málaga diabetes and pregnancy unit, with and without gestational diabetes, followed with their offspring; a disease case-control cohort, and intrauterine GDM exposure is not an environmental exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000729,Family Investigation of Nephropathy and Diabetes,cohort,no,,,,,,high,"A multicentre family-based and case-control study of people with diabetes with and without diabetic nephropathy and their relatives, built for nephropathy gene mapping; a patient cohort with no exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000730,Genetics Of Mortality In Critical Care,cohort,no,,,,,,high,"Critically ill intensive-care patients (sepsis, ARDS, influenza and, from 2020, critical COVID-19) compared with population controls; the participants are patients, and infection here is the disease rather than an exposure defining an uninfected group.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000731,Collaborative Oncological Gene-environment Study,cohort aggregation,no,,,,,,high,"A genotyping collaboration of four cancer consortia (breast, ovarian, prostate, and BRCA1/2 carriers) whose member studies are cancer case-control series and mutation-carrier cohorts; 'gene-environment' in the name is not borne out by any exposure defining or centring the collection (its interaction analyses concern hormone therapy, a medication).","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000732,Kentucky Case-Control Study,cohort,no,,,,,,high,"A population-based case-control study of colon cancer in Kentucky, with incident cases from the Kentucky Cancer Registry and random-digit-dialled population controls, so a disease cohort of patients. Diet (glycaemic load, red meat) is analysed as one risk factor among others rather than being a stated design purpose, so it is not an exposure cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000733,Los Angeles Latino Eye Study,cohort,no,,,,"Six thousand three hundred fifty-seven Latinos 40 years and older from 6 census tracts in Los Angeles, California.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A15177962+AND+SRC%3AMED&format=json&resultType=core,high,"A population-based sample of Latinos aged 40 and over from six Los Angeles census tracts whose stated purpose is the prevalence and risk factors of eye disease, so a population study of one disease family; no exposure is a design purpose.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000734,Mexican Hypertriglyceride Study,cohort,no,,,,,,high,"A case-control sample of Mexican adults ascertained on serum triglyceride levels, with hypertriglyceridaemic cases and normotriglyceridaemic controls; hypertriglyceridaemia is taken as a lipid disorder, so the cases make it a patient cohort. No environmental exposure is involved.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000735,San Francisco Bay Area Breast Cancer Study,cohort,no,,,,,,high,"A population-based multiethnic case-control study of invasive breast cancer in the San Francisco Bay Area, with cases from the cancer registry and random-digit-dialled controls, so a disease cohort of patients; exposures are not a design purpose.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000736,SIGMA Type 2 Diabetes Consortium,cohort aggregation,no,,,,,,high,"A consortium pooling type 2 diabetes case-control samples of Mexicans and other Latin Americans to map type 2 diabetes genetics, so classified by what it collects: patients with one disease. No exposure focus.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000737,Mexico City sample 2,cohort,no,,,,,,high,"A case-control sample of Mexican adults with type 2 diabetes and controls from Mexico City used in GWAS of diabetes and lipid traits, so a disease cohort of patients; no exposure is a design purpose.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000738,Mexico City sample 1,cohort,no,,,,,,high,"A case-control sample of type 2 diabetes cases (preferentially diagnosed before 55) and normoglycaemic controls from Mexico City, so a disease cohort of patients; no exposure is a design purpose.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000739,1982 Pelotas (Brazil) Birth Cohort Study,cohort,no,,,,"In 1982, 5914 live births whose families lived in the urban are of Pelotas were enrolled in the cohort.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A25733577+AND+SRC%3AMED&format=json&resultType=core,high,"A population-based birth cohort of all 1982 live births in urban Pelotas followed for mental health, body composition, precursors of chronic disease and human capital: a general birth cohort with a broad purpose, so neither an exposure nor a disease cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000740,Agricultural Health Study,cohort,yes,defined by exposure,pesticide | occupational,pesticide use | atrazine | agricultural practices,"The AHS is a prospective cohort that includes 57,310 licensed pesticide applicators enrolled in Iowa or North Carolina between 1993 and 1997.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10880817/fullTextXML,high,"A prospective cohort of licensed pesticide applicators and their spouses recruited for their agricultural and pesticide exposure and followed for health effects including cancer; the participants are selected by occupational exposure, and the outcomes are many, so it is an exposure cohort but not a disease cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000741,Agricultural Lung Health Study,cohort,yes,defined by exposure,occupational,farm exposures,"The Agricultural Lung Health Study (ALHS) is a case-control study of current asthma among farmers and their spouses nested within the prospective Agricultural Health Study (AHS data releases P3REL201209.00, PIREL201209.00 and AHSREL201304.00)",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10011137/supplementaryFiles,medium,"A case-control study of current adult asthma whose cases and controls are all farmers and their spouses drawn from the Agricultural Health Study, set up to study farm exposures and asthma; the asthma cases make it a patient cohort, and the occupational (farming) selection inherited from the parent cohort makes it an exposure cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000742,AncestryDNA Human Diversity Project,cohort,no,,,,"US-based AncestryDNA customers over the age of 18 who had consented to the research, were invited to complete five surveys assessing COVID-19 outcomes, as well as providing other demographic information and comorbidities, as described previously8.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11319199/fullTextXML,medium,"A research cohort of consenting consumer genetic-testing customers, unselected for disease or exposure; the COVID-19 and influenza work is a survey of these customers, not a selection of patients, so neither verdict applies.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000743,All New Diabetics In Scania,cohort,no,,,,,,high,"A register-style study enrolling all newly diagnosed diabetes patients in Scania to subtype diabetes and study its genetics and complications, so a disease cohort of patients; no exposure focus.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000744,Brisbane Longitudinal Twin Study,cohort,no,,,,"Twins and their non-twin siblings from Queensland, Australia; mostly from European ancestry.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A29550775+AND+SRC%3AMED&format=json&resultType=core,medium,"A longitudinal twin sample recruited through Brisbane schools and assessed for many traits (mental health, substance use, cognition, imaging); a twin registry with a broad purpose, so neither an exposure nor a disease cohort, even though the 19Up wave concentrates on mental disorders.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000745,Coronary ARtery DIsease Genome wide Replication and Meta-analysis,cohort aggregation,no,,,,,,high,"A consortium meta-analysing coronary artery disease case-control GWAS, so classified by what it collects: patients with one disease. No exposure focus.","Claude Fable 5.1 (Anthropic), 2026-09",
