child,child label,parent,parent label,relation,verdict,quote,URL,note,batch
COHO:0000148,Rotterdam Study,COHO:0000985,Trans-Omics for Precision Medicine Program,,rejected,,,TOPMed here is the imputation reference panel used for the other cohorts (the Rotterdam Study used HRC); nothing says the Rotterdam Study is a TOPMed study.,s029
COHO:0002549,Västerbotten Intervention Project,COHO:0000296,Malmö Diet and Cancer Study,,rejected,,,"MDC and VIP are two separate Swedish case-control cohorts analysed in parallel; VIP belongs to the Northern Sweden Health and Disease Study, not Malmo Diet and Cancer.",s029
COHO:0000482,Colorado Center for Personalized Medicine Biobank,COHO:0000457,Penn Medicine BioBank,,rejected,,,"PMBB and CCPM are two separate biobanks used for replication; the sentence says both are part of GBMI (COHO:0001170), which would support CCPM memberOf GBMI and PMBB memberOf GBMI, not CCPM isSubCohortOf PMBB.",s029
COHO:0000423,All of Us Research Program,COHO:0001170,Global Biobank Meta-analysis Initiative,,rejected,,,The sentence says only PMBB and CCPM are part of GBMI and describes All of Us separately as an NIH initiative; it does not state that All of Us is a GBMI member.,s029
COHO:0001170,Global Biobank Meta-analysis Initiative,COHO:0000423,All of Us Research Program,,rejected,,,"GBMI is a consortium of biobanks, not a sub-sample of All of Us; the text mentions the two separately.",s029
COHO:0001266,SweCovid study,COHO:0001267,COVID-19 Kohortenstudie am Klinikum München Rechts der Isar,,rejected,,,"""SweCovid / COMRI"" is one combined HGI contributor entry for two distinct cohorts (SweCovid at Uppsala, Sweden; COMRI at Klinikum rechts der Isar, Munich) with separate funding statements; neither is part of the other and they are not the same cohort. The shared synonym SweCovid-COMRI on both terms reflects the joint HGI label.",s029
COHO:0001240,Swedish Twin study of CHild and Adolescent Development,COHO:0000402,HOLBAEK Study,,rejected,,,"Acknowledgements/funding list: TCHAD (Swedish twins) and TDCOB (Danish childhood obesity biobank) are consecutive entries; 'is part of the research activities' refers to the Novo Nordisk Foundation Center, not a cohort link.",s029
COHO:0001165,Echinococcus Multilocularis and Internal Diseases in Leutkirch,COHO:0000065,European Prospective Investigation into Cancer,,rejected,,,"Consecutive funding entries in a consortium supplement; the 'nested within' cue concerns the EPIC-Norfolk diabetes case-cohort within EPIC-Norfolk, not EMIL, which is a Leutkirch (Germany) population study unrelated to EPIC.",s029
COHO:0001155,Childhood Cancer Survivor Study,COHO:0001120,St. Jude Lifetime Cohort Study,,rejected,,,"CCSS (multi-institutional survivor cohort) and SJLIFE (St. Jude survivors) are separate cohorts; the SJLIFE paper only says it uses protocols and questionnaire items similar to CCSS, and the PRS paper develops a model in SJLIFE and validates it in CCSS.",s029
COHO:0000998,Childhood Asthma Management Program,COHO:0001570,Childhood Asthma Research and Education Network,,rejected,,,"CAMP is listed as its own drug trial alongside LOCCS, LODO, a Sepracor trial and 'subsets of clinical trials within the CARE network'; CAMP is not described as a CARE network trial (the shared context is the SHARP resource).",s029
COHO:0000998,Childhood Asthma Management Program,COHO:0000604,WHI SNP Health Association Resource,,rejected,,,"Name clash: 'SHARe' in the sentences is the NHLBI SNP Health Association Resource (SHARe) Asthma Resource project (SHARP), which pooled asthma trials including CAMP; it is not the WHI SHARe sub-study of the Women's Health Initiative. CAMP is not part of WHI-SHARe.",s030
COHO:0000188,Diabetes Prediction and Prevention,COHO:0002435,Finnish Genetic Predisposition to Prostate Cancer Study,,rejected,,,"Name clash: 'Tampere' is the DIPP study centre in Tampere ('DIPP children from the Tampere study center'), not the Finnish Genetic Predisposition to Prostate Cancer Study. No link between DIPP and the prostate cancer study.",s030
COHO:0000016,Avon Longitudinal Study of Parents and Children,COHO:0000656,Manchester Asthma and Allergy Study,,rejected,,,"ALSPAC and MAAS are two separate UK birth cohorts analysed side by side; 'part of' refers to ALSPAC being part of the Ferreira et al meta-analysis, not of MAAS.",s030
COHO:0001093,Karolinska Mammography Project for Risk Prediction of Breast Cancer,COHO:0000935,Singapore and Sweden Breast Cancer Study,,rejected,,,"KARMA and SASBAC (CAHRES) are separate Swedish breast cancer studies analysed together; the cue is 'SASBAC is part of the MODE consortium', which concerns neither link between these two.",s030
COHO:0001056,Alcohol-Related Cancers and Genetic susceptibility in Europe,COHO:0000030,Carolina Head and Neck Cancer Epidemiology,,rejected,,,ARCAGE (European) and CHANCE (North Carolina) are separate case-control studies contributing to the same head and neck cancer GWAS; the text only lists them together.,s030
COHO:0001004,European Prospective Investigation into Cancer and Nutrition–Cardiovascular Disease Study,COHO:0000029,CARDIoGRAMplusC4D,memberOf,confirmed,A subset of the PROMIS study and EPIC-CVD consortium were contributed to the CARDIoGRAMplusC4D 2013 report.,https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5555387/unicode,"EPIC-CVD samples (1,826 CAD cases and 449 controls per the same paper's figure legend) were contributed to the CARDIoGRAMplusC4D 2013 meta-analysis, so EPIC-CVD is a contributing study of the consortium (only a subset of its samples).",s030
COHO:0000527,Health Professionals Follow-up Study,COHO:0001218,Pancreatic Cancer Cohort Consortium,memberOf,confirmed,"Controls of ≥80% European ancestry were drawn from ten of the studies included in PanScan III (Alpha-Tocopherol, Beta-Carotene Lung Cancer Prevention Study (ATBC), American Cancer Society Cancer Prevention Study-II Cohort (CPS-II), European Prospective Investigation into Cancer and Nutrition (EPIC), Health Professionals Follow-Up Study (HPFS)",https://pmc.ncbi.nlm.nih.gov/articles/PMC4191666/,"The proposed direction is wrong: PanScan (the Pancreatic Cancer Cohort Consortium, typed cohort aggregation) collects cohorts, and HPFS is named among the studies included in PanScan III. So HPFS memberOf PanScan. The same sentence also names ATBC, CPS-II, EPIC, MCCS, MEC, NHS, PLCO, SPCS and WHI as PanScan III studies.",s030
COHO:0000065,European Prospective Investigation into Cancer,COHO:0000598,"Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study",,rejected,,,EPIC and ATBC are cited together as separate cohorts in which nested case-control studies of 25(OH)D and liver cancer were done; neither is part of the other.,s030
COHO:0000598,"Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study",COHO:0000783,Japan Public Health Center-based Prospective Study,,rejected,,,ATBC (Finland) and JPHC (Japan) are cited together as separate studies of 25(OH)D and cancer; no link.,s030
COHO:0000587,EPIC-InterAct Study,COHO:0000383,Mass General Brigham Biobank,,rejected,,,"Name clash: 'partners' in the sentences means the InterAct consortium partners, not the Partners (Mass General Brigham) Biobank. InterAct is nested in EPIC (already linked isSubCohortOf COHO:0000065), not in MGBB.",s030
COHO:0000065,European Prospective Investigation into Cancer,COHO:0000383,Mass General Brigham Biobank,,rejected,,,"Name clash: 'Interact partners' is the InterAct consortium's partners, not the Partners (Mass General Brigham) Biobank. EPIC has no link to MGBB here.",s030
COHO:0000344,Type 2 Diabetes Genetic Exploration by Next-generation sequencing in multi-Ethnic Samples,COHO:0000431,Genetic Epidemiology Research on Adult Health and Aging,,rejected,,,"T2D-GENES and GERA are listed as separate independent replication data sets; the Latino subsample is of GERA itself, and T2D-GENES is not drawn from GERA.",s030
COHO:0000578,Shanghai Men's Health Study,COHO:0000553,Shanghai Women's Health Study,,rejected,,,"SMHS and SWHS are two separate sister prospective cohorts (men recruited 2002-2006, women 1996-2000); the sentences describe them side by side and a metabolomics study nested within both. Neither is part of the other.",s031
COHO:0000873,Personalized Medicine Research Project,COHO:0000424,BioMe Biobank,,rejected,,,"The sentence names Marshfield and Mount Sinai as two eMERGE sites where a phenotyping algorithm was used; the PMRP and BioMe are separate biobanks, neither part of the other (both are already members of eMERGE).",s031
COHO:0000391,Swedish CArdioPulmonary bioImage Study,COHO:0000390,Swedish Infrastructure for Medical Population-Based Life-Course and Environmental Research,,rejected,,,"In PMC12987725 SCAPIS, SIMPLER (SIMPLER-V, SIMPLER-U) and MOS are separate discovery cohorts; the paper says SIMPLER includes data from the Cohort of Swedish Men and the Swedish Mammography Cohort, not SCAPIS. The sweep sentence only lists them in a sensitivity analysis.",s031
COHO:0001451,Amsterdam Born Children and their Development,COHO:0000374,Amsterdam Dementia Cohort,,rejected,,,Name clash: the sweep matched 'Amsterdam' (a synonym of the Amsterdam Dementia Cohort) in 'children born in Amsterdam'. The sentence only says the paper's data are part of the ABCD cohort; nothing links ABCD to the Amsterdam Dementia Cohort.,s031
COHO:0000431,Genetic Epidemiology Research on Adult Health and Aging,COHO:0000693,Selenium and Vitamin E Cancer Prevention Trial,,rejected,,,"Data-availability/funding text listing cohorts in turn: a GERA subset on dbGaP, then 'SELECT:' funding. GERA (Kaiser Permanente members) is not part of the SELECT trial.",s031
COHO:0000016,Avon Longitudinal Study of Parents and Children,COHO:0001147,Brain Development and Air Pollution Ultrafine Particles in School Children,,rejected,,,Figure legend listing separate cohorts of an asthma-exacerbation GWAS meta-analysis: ALSPAC (discovery) and a subset of BREATHE samples (replication). ALSPAC is not part of BREATHE.,s031
COHO:0000822,Etude des Déterminants/Interaction de la Thrombose veineuse,COHO:0000113,Marseille Thrombosis Association Study,,rejected,,,"The sentences say EDITH, MARTHA and PADIS-PE are part of the French F-CRIN INNOVTE network and were supported by GENMED; EDITH (Brest) and MARTHA (Marseille) are separate studies, neither part of the other.",s031
COHO:0001440,Center for Oral Health Research in Appalachia cohort 1,COHO:0001312,Dental Strategies Concentrating on Risk Evaluation,,rejected,,,"PMC9378791 treats COHRA1 and Dental SCORE as independent cohorts; Dental SCORE is a subset of Heart SCORE whose dental exam followed the COHRA1 protocols. The sweep sentence is about genotyping chips (a subset of COHRA1 genotyped on MEGA), not membership.",s031
COHO:0001444,Center for Oral Health Research in Appalachia cohort 2,COHO:0001312,Dental Strategies Concentrating on Risk Evaluation,,rejected,,,PMC9378791 treats COHRA2 and Dental SCORE as independent cohorts (Dental SCORE is a subset of Heart SCORE); the sweep sentence only says both were genotyped on the MEGA chip.,s031
COHO:0000131,Norwegian Mother and Child Cohort study,COHO:0000125,Netherlands Twin Registry,,rejected,,,"Figure legend listing separate cohorts of a polygenic score analysis (five MoBa subsamples, Lifelines, NSHD, NTR); MoBa is not part of the Netherlands Twin Registry.",s031
COHO:0000108,LifeLines,COHO:0001026,MRC National Survey of Health and Development,,rejected,,,"Same figure legend listing separate cohorts (MoBa subsamples, Lifelines, NSHD, NTR); Lifelines is not part of the MRC NSHD.",s031
COHO:0000311,NeoALTTO,COHO:0001182,GSK Munich recurrent major depression case-control study,,rejected,,,"Name clash: 'GSK'/'GlaxoSmithKline' in the sentences is the company that funded NeoALTTO and its RNA sequencing, not the GSK Munich recurrent major depression case-control study.",s031
COHO:0001180,Genetic Modifier Study of Severe CF Liver Disease,COHO:0001166,Early Pseudomonas Infection Control Observational Study,,rejected,,,PMC9606479 lists GMS CFLD (UNC) and EPIC Obs (University of Washington/Seattle Children's) as two of five separate cohorts pooled into the CF Genome Project; neither is part of the other.,s032
COHO:0000284,International HapMap Project,COHO:0000176,UK Biobank,,rejected,,,Figure legend in PMC9179018 only uses Phase II HapMap recombination rates; UK Biobank is not named in the sentence (likely a spurious match on 'UK'/'University'). No link between HapMap and UK Biobank.,s032
COHO:0000064,Estonian Biobank,COHO:0000383,Mass General Brigham Biobank,,rejected,,,EGCUT/EstBB and MGB appear only as separate contributing cohorts in lists (T2D meta-regression; POAG phenotyping); neither is part of the other.,s032
COHO:0000176,UK Biobank,COHO:0000949,Hong Kong Osteoporosis Study,,rejected,,,"Abstract compares two independent cohorts, UK Biobank and the Hong Kong Osteoporosis Study; no sub-cohort relation.",s032
COHO:0001003,"Discovery, Biology, and Risk of Inherited Variants in Breast Cancer",COHO:0000176,UK Biobank,,rejected,,,"PMC11322043 uses DRIVE and UK Biobank as separate genotype datasets; 'subsets' refers to DRIVE being part of the breast cancer summary-statistic GWAS, not UK Biobank.",s032
COHO:0000752,Elucidating Loci Involved in Prostate Cancer Susceptibility,COHO:0000176,UK Biobank,,rejected,,,"PMC11322043 uses ELLIPSE and UK Biobank as separate genotype datasets; 'subsets' refers to ELLIPSE being part of the prostate cancer summary-statistic GWAS, not UK Biobank.",s032
COHO:0000919,International Parkinson Disease Genomics Consortium,COHO:0000449,23andMe research cohort,,rejected,,,"IPDGC and 23andMe are listed side by side as separate data sources (GP2, IPDGC Africa, 23andMe; PD GWAS meta-analysis references); IPDGC is a consortium, not part of the 23andMe cohort.",s032
COHO:0001116,Asian Indian Diabetic Heart Study/Sikh Diabetes Study,COHO:0000764,Singapore Indian Eye Study,,rejected,,,PMC3636649: AIDHS/SDS was the stage 3a replication cohort; SINDI was one of the separate stage 3b South Asian replication studies. No sub-cohort relation.,s032
COHO:0000377,BioBank Japan,COHO:0000641,Diabetes Genetics Replication and Meta-analysis Consortium,,rejected,,,"PMC3636649: BioBank Japan contributed to the East Asian replication (stage 3c), while DIAGRAM (European) results were used separately in silico; BBJ is not a DIAGRAM member here.",s032
COHO:0000693,Selenium and Vitamin E Cancer Prevention Trial,COHO:0000595,SWOG Cancer Research Network,memberOf,confirmed,"SELECT was coordinated by SWOG, a national consortium of institutions and investigators that conducts multidisciplinary clinical trials to improve the practice of medicine in preventing, detecting, and treating cancer, and to enhance the quality of life for cancer survivors.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4983010/fullTextXML,"SELECT was a SWOG trial (SWOG-S0000), coordinated/conducted by SWOG; SWOG is typed cohort aggregation and its definition already names SELECT among its trial cohorts. The abstract also says SELECT was 'conducted by SWOG (Southwest Oncology Group)'.",s032
COHO:0000917,International HIV Controllers Study,COHO:0001050,AIDS Clinical Trials Group,,rejected,,,"The sentence lists the International HIV Controllers Study and the AIDS Clinical Trials Group side by side as two sources of samples for a binary controller analysis; it does not say the Controllers Study is part of, or collected by, ACTG.",s033
COHO:0000429,PainOMICS Retrospective Study,COHO:0000418,Southall and Brent Revisited,,rejected,,,"PainOMICS and SABRE are named as separate study cohorts (glycan integration method, genotyping chips); nothing says PainOMICS participants come from SABRE.",s033
COHO:0000834,Microisolates in South Tyrol Study,COHO:0000203,The Cooperative Health Research in South Tyrol,,rejected,,,"The CHRIS cohort profile calls MICROS 'the prior MICROS study' (2002-3 and 2007, three villages) and notes that 667 CHRIS baseline participants had previously been enrolled in MICROS: the two cohorts overlap in participants but neither is recruited from the other, so no isSubCohortOf in either direction.",s033
COHO:0000207,1958 British Birth Cohort,COHO:0001176,German Myocardial Infarction Family Study,,rejected,,,The 1958 British Birth Cohort supplied controls for the WTCCC study; the German MI Family Study is a separate case collection in the same paper. No membership.,s033
COHO:0000514,Genetic Epidemiology of COPD,COHO:0000756,Heinz Nixdorf Recall Study,,rejected,,,COPDGene and the Heinz Nixdorf Recall Study are cited as two separate earlier studies of the PHACTR1 SNP-by-sex interaction; mere co-mention.,s033
COHO:0000731,Collaborative Oncological Gene-environment Study,COHO:0000295,Malaysian Breast Cancer cohort,,rejected,,,"The sentence says Asian case-control studies genotyped on the iCOGS array and 744 MyBrCa batch-1 samples were both used to develop an earlier PRS; iCOGS is not drawn from MyBrCa, and the text does not state that MyBrCa is a member of iCOGS either.",s033
COHO:0000411,Korean Genome and Epidemiology Study,COHO:0000284,International HapMap Project,,rejected,,,"'Korean HapMap data' is an imputation reference panel for KoGES genotypes, not a parent cohort; KoGES participants are not HapMap samples.",s033
COHO:0000041,COIN-B,COHO:0000347,UK Blood Service Control Group,,rejected,,,"COIN-B supplied colorectal cancer cases and the UK Blood Service Control Group supplied controls genotyped in WTCCC2 for the same GWAS; cases and controls from different sources, no sub-cohort relation.",s033
COHO:0000411,Korean Genome and Epidemiology Study,COHO:0000685,International Genomics of Alzheimer's Project,,rejected,,,The Korean study (with KBA genotyping) used published IGAP GWAS summary statistics from European samples; KoGES/KBA is not an IGAP member. 'KBA' here is the Korea Biobank Array chip.,s033
COHO:0000330,Schizophrenia Exome Sequencing Meta-analysis consortium,COHO:0000159,Sweden Bipolar Disorder Cohort,,rejected,,,"SCHEMA and SWEBIC appear in adjacent, unrelated methods paragraphs (SCHEMA Z-score meta-analysis; lithium response in SWEBIC subsets); the aggregation SCHEMA is not a sub-cohort of SWEBIC.",s033
COHO:0000803,University of Pittsburgh Alzheimer's Disease Research Center,COHO:0000258,Genome Research at Fundació ACE,,rejected,,,PITT ADRC and ACE/GR@ACE are listed as separate source programs using different rating scales; no sub-cohort relation.,s033
COHO:0000803,University of Pittsburgh Alzheimer's Disease Research Center,COHO:0001107,"Norwegian, Exeter and King's College Consortium for Genetics of Neuropsychiatric Symptoms in Dementia",,rejected,,,"PITT ADRC and NEXGENS are listed as separate source programs of the same psychosis GWAS, each with its own rating scale; the text does not make PITT ADRC a NEXGENS member.",s033
COHO:0000118,Monitoring of Trends and Determinants in Cardiovascular Disease,COHO:0002610,Finnish Maternity Cohort,,rejected,,,"The sentence is about the Västerbotten Intervention Programme (VHU) overlapping with the Northern Sweden MONICA study and the Northern Sweden Maternity Cohort; the 'Maternity Cohort' matched is the Northern Sweden one, not the Finnish Maternity Cohort, and MONICA is only listed alongside it, not part of it.",s034
COHO:0000169,The Pakistan Risk Of Myocardial Infarction Study,COHO:0001004,European Prospective Investigation into Cancer and Nutrition–Cardiovascular Disease Study,,rejected,,,PROMIS and EPIC-CVD are two separate studies each of which contributed a subset to CARDIoGRAMplusC4D; neither is part of the other.,s034
COHO:0000176,UK Biobank,COHO:0000915,Heart Failure Molecular Epidemiology for Therapeutic Targets Consortium,memberOf,confirmed,"Twenty-two cohorts participating in the Heart Failure Molecular Epidemiology for Therapeutic Targets (HERMES) Consortium, comprising 50,636 individuals with established HF of European ancestry, were included in the genetic study (Supplemental Table 2).27 Twelve were HF cohorts (trials or prospective research cohorts), 9 were nested HF cohorts within non-HF cardiovascular trials or cohorts, and 1 cohort was derived from individuals in the UK Biobank with genetic data.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13211948/fullTextXML,"Direction reversed: HERMES is the aggregation and a UK Biobank-derived heart failure cohort is one of its participating cohorts, so UK Biobank memberOf HERMES. Strictly the member is the HF subset of UK Biobank; the curator may prefer to accept UK Biobank itself as the member, as is usual.",s034
COHO:0001060,BiDirect Study,COHO:0000857,Austrian Stroke Prevention Study,,rejected,,,BiDirect and the Austrian Stroke Prevention (Family) Study are described in consecutive paragraphs as separate cohorts of one analysis; the sentence joins the end of one description and the start of the next.,s034
COHO:0000455,Genetic Study of Atherosclerosis Risk,COHO:0000985,Trans-Omics for Precision Medicine Program,memberOf,confirmed,"In this example, we leverage eQTL information from platelets (PLTs) and megakaryocytes (MKs) to identify novel loci associated with platelet aggregation phenotypes using Whole Genome Sequencing (WGS) data from EAs and AAs from the GeneSTAR family‐based study, generated as part of the NHLBI's Trans‐Omics for Precision Medicine (TOPMed) program.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC9086181/unicode,GeneSTAR whole-genome sequences were generated as part of TOPMed; the methods also refer to 'the GeneSTAR samples in TOPMed Freeze 6'.,s034
COHO:0000176,UK Biobank,COHO:0000287,LifeLines-DEEP,,rejected,,,"The sentence joins the end of a UK Biobank paragraph and the start of the LifeLines-DEEP description; LifeLines-DEEP is a subcohort of LifeLines (already linked), and UK Biobank is unrelated to it.",s034
COHO:0000950,Study of Asthma Phenotypes and Pharmacogenomic Interactions by Race-Ethnicity,COHO:0000203,The Cooperative Health Research in South Tyrol,,rejected,,,"Name clash: 'SAPPHIRE' here is the Abbott CD Sapphire haematology instrument, not the asthma study; the sentence is about CHRIS participants alone.",s034
COHO:0000783,Japan Public Health Center-based Prospective Study,COHO:0000065,European Prospective Investigation into Cancer,,rejected,,,"The sentence lists nested studies from EPIC, ATBC and the JPHC case-cohort study as separate prior reports; JPHC is a Japanese cohort, not part of EPIC.",s034
COHO:0000783,Japan Public Health Center-based Prospective Study,COHO:0000598,"Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study",,rejected,,,Same sentence as the EPIC pair: ATBC and the JPHC case-cohort study are cited as separate studies; JPHC is not part of ATBC.,s034
COHO:0001300,Cancer Genetic Markers of Susceptibility,COHO:0000740,Agricultural Health Study,,rejected,,,"In this Y-chromosome prostate cancer study, stage I was the CGEMS samples (CPS-II, ATBC, CeRePP, PLCO) and the Agricultural Health Study contributed stage II samples; AHS is neither part of CGEMS nor is CGEMS part of AHS.",s034
COHO:0000284,International HapMap Project,COHO:0000024,Cancer Prevention Study,,rejected,,,"HapMap is named only as a database used to design Y-chromosome assays; the 'subset of CPS-II' refers to CPS-II samples, unrelated to HapMap.",s034
COHO:0000082,Genetics of diabetes Audit and Research,COHO:0000182,Wellcome Trust Case Control Consortium,memberOf,confirmed,"As part of the WTCCC2 consortium, GoDARTS served as a discovery cohort for the GWAS of response to statins and metformin.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5913637/fullTextXML,"The sweep's sentence (GoDARTS joined UKT2DGCC, the WTCCC replication cohort) is indirect; the same GoDARTS cohort profile states directly that GoDARTS took part in WTCCC2 as a discovery cohort. COHO:0000182 already covers WTCCC2 (its member COHO:0001133 is a WTCCC2 study). The profile also says GoDARTS2 was collected 'as part of the Wellcome Trust United Kingdom Type 2 Diabetes Case-Control Collection (WTCCC)', which is a collection rather than the consortium.",s034
COHO:0000023,Cancer Genome Atlas,COHO:0000002,1000 Genomes,,rejected,,,The sentence only uses the EUR samples of the 1000 Genomes Project as an LD reference for SNPs genotyped in TCGA; no link between the two.,s035
COHO:0000113,Marseille Thrombosis Association Study,COHO:0000929,Prolonged Anticoagulation During eighteen months vs placebo after Initial Six-month treatment for a first episode of idiopathic Pulmonary Embolism,,rejected,,,Acknowledgements say MARTHA and PADIS-PE are both part of the F-CRIN INNOVTE research network and both funded by GENMED; neither is part of the other.,s035
COHO:0000398,Systematic and Combined Analysis of Olink Proteins,COHO:0000176,UK Biobank,,rejected,,,"SCALLOP meta-analyses and UKBB proteogenomic analyses are two separate sub-studies of the paper, each with its own significance threshold; the sentence does not state that UK Biobank is part of SCALLOP or the reverse.",s035
COHO:0001586,Candidate Gene Association Resource,COHO:0000388,Hispanic Community Health Study/Study of Latinos,,rejected,,,"Acknowledgement text: the CARe genotyping funding belongs to the preceding study's acknowledgement, and HCHS/SOL's own acknowledgement starts afterwards. No link between CARe and HCHS/SOL is stated.",s035
COHO:0000533,Tohoku Medical Megabank Project,COHO:0000002,1000 Genomes,,rejected,,,"The paper used Tohoku Medical Megabank GWAS results and, separately, 1000 Genomes reference panels for LD; no link.",s035
COHO:0000623,Baependi Heart Study,COHO:0000729,Family Investigation of Nephropathy and Diabetes,,rejected,,,"Baependi Heart Study, the 1982 Pelotas cohort and the FIND Pima/Zuni substudy are listed as three separate stage 1 studies of a meta-analysis; Baependi is not part of FIND.",s035
COHO:0000739,1982 Pelotas (Brazil) Birth Cohort Study,COHO:0000729,Family Investigation of Nephropathy and Diabetes,,rejected,,,"The 1982 Pelotas Birth Cohort, Baependi and the FIND Pima/Zuni substudy are listed as three separate stage 1 studies of a meta-analysis; Pelotas is not part of FIND.",s035
COHO:0000381,Jackson Heart Study,COHO:0000011,Atherosclerosis Risk in Communities Study,,rejected,,,"The JHS supplement says JHS recruited four subsamples (random, volunteer, ARIC and family), and only the ARIC subsample continued from the ARIC Jackson field centre. That is a partial overlap: JHS as a whole is not a sub-cohort of ARIC, and ARIC is not part of JHS. The second sentence is just a joint acknowledgement.",s035
COHO:0000016,Avon Longitudinal Study of Parents and Children,COHO:0000827,Human Early Life Exposome,,rejected,,,The discussion compares the results of ALSPAC and HELIX (low power as a reason for discordance). ALSPAC is not one of the HELIX cohorts in this text.,s035
COHO:0000619,Nurses' Health Study II,COHO:0001220,University of Pennsylvania Catheterization Study,,rejected,,,NHS II/HPFS and PennCATH are listed as separate replication cohorts; no link between them.,s035
COHO:0000403,FinnGen,COHO:0001170,Global Biobank Meta-analysis Initiative,memberOf,confirmed,"We combined the European-specific IGGC meta-analysis data (GCST90011767), the GLADD meta-analysis (GCST009245), and the GBMI data in which we excluded FinnGen (a subset present in IGGC of European ancestry), BioME from African ancestry (a subset present in GGLAD), and UKBB-Africa (a subset present in GGLAD) cohorts.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC10897632/unicode,"FinnGen is one of the GBMI biobanks whose data had to be excluded from the GBMI data. The same paper also refers to 'the GBMI_FinnGen cohort' and lists FinnGen among the GBMI biobanks phenotyped by ICD codes. So FinnGen memberOf GBMI (an aggregation), not the reverse.",s035
COHO:0001170,Global Biobank Meta-analysis Initiative,COHO:0000916,International Glaucoma Genetics Consortium,,rejected,,,"The paper combines three separate glaucoma meta-analyses (IGGC, GGLAD and GBMI) and removes overlapping cohorts; FinnGen is described as a subset present in IGGC, but nothing says GBMI is part of IGGC. Both are independent aggregations.",s036
COHO:0000433,Generation Scotland: Scottish Family Health Study,COHO:0000064,Estonian Biobank,,rejected,,,"The LifeGen paper excludes Generation Scotland and, separately, EGCUT from its GWAS to build validation sets. The two cohorts are only mentioned together; neither is part of the other.",s036
COHO:0000082,Genetics of diabetes Audit and Research,COHO:0000277,IMI-RHAPSODY,memberOf,confirmed,We used data from two type 2 diabetes cohorts: Hoorn Diabetes Care System (DCS) and Genetics of Diabetes Audit and Research in Tayside Scotland (GoDARTS) within the RHAPSODY consortium.,https://www.frontiersin.org/journals/endocrinology/articles/10.3389/fendo.2024.1350796/full,"An IMI-RHAPSODY study paper names GoDARTS as a cohort within the RHAPSODY consortium, which federated 12 patient cohorts. The printed sentence begins with section text ('...2 Methods2.1 Study populations'); the quote is the continuous span from 'We used data'.",s036
COHO:0000371,Million Veteran Program,COHO:0000409,Women's Health Initiative,,rejected,,,"A supplement reports VTE PRS results in MVP and, separately, in WHI stratified by WHI sub-study. MVP (US veterans) is not part of WHI.",s036
COHO:0001119,Sisters in Breast Screening Study,COHO:0002386,Städtisches Klinikum Karlsruhe Deutsches Krebsforschungszentrum Study,,rejected,,,A BCAC supplementary table row: SIBS is named as the source of controls for a preceding UK study (the row before SKKDKFZ); the SKKDKFZ row follows it in the table. SIBS is not part of the Karlsruhe study.,s036
COHO:0000444,Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium,COHO:0000081,Genetic Research in Isolated,,rejected,,,A GEFOS supplementary table cites the CHARGE design paper for one study and then lists the Erasmus Rucphen Family study in the next row. CHARGE is not a member of Genetic Research in Isolated populations; the sentence just runs table rows together.,s036
COHO:0000409,Women's Health Initiative,COHO:0000986,Umeå Fracture and Osteoporosis Study,,rejected,,,A supplementary table cites a WHI trial paper at the end of one row and then describes the UFO nested case-control study in the next. WHI is not part of UFO (which is nested in the Northern Sweden Health and Disease Study).,s036
COHO:0001587,Copenhagen General Population Study,COHO:0000024,Cancer Prevention Study,,rejected,,,"A PRACTICAL supplementary table: the Copenhagen General Population Study is the control source for Copenhagen prostate cancer studies, and the next row is CPS-II, described as a nested case-control from its own prospective cohort. CGPS is not part of CPS-II.",s036
COHO:0002240,Prostate Cancer study Medical University Sofia,COHO:0000626,Physicians' Health Study,,rejected,,,"Adjacent rows of a PRACTICAL supplementary table: the Sofia prostate cancer case-control study, then the Physicians' Health Study (nested case-control). The Bulgarian study is not part of the US Physicians' Health Study.",s036
COHO:0000561,Alzheimer's Disease Sequencing Project,COHO:0000423,All of Us Research Program,,rejected,,,"The paper analyses Hispanic ADSP participants together with All of Us sub-cohorts matched to them; the sub-cohorts are drawn from All of Us, not ADSP. ADSP is not part of All of Us.",s036
COHO:0000385,Framingham Heart Study,COHO:0000409,Women's Health Initiative,,rejected,,,A GWAS uses the Framingham Heart Study for discovery and WHI subsamples for replication. The 'subsample' cue refers to WHI's own subsamples; FHS is not part of WHI.,s036
COHO:0001120,St. Jude Lifetime Cohort Study,COHO:0001155,Childhood Cancer Survivor Study,,rejected,,,"A risk model developed in SJLIFE was validated in CCSS; these are two independent childhood cancer survivor cohorts, and neither is part of the other.",s036
